original_id,degree,degree_centrality_nx
pl_425,0,0.0
pl_599,3,0.000600120024004801
pl_708,219,0.04380876175235047
pl_1139,5,0.0010002000400080016
pl_1206,84,0.016803360672134428
pl_1640,0,0.0
pl_1773,206,0.04120824164832967
pl_10260,621,0.1242248449689938
pl_10593,58,0.011602320464092819
pl_10689,417,0.08341668333666734
pl_10805,403,0.08061612322464493
pl_10973,228,0.04560912182436487
pl_100161,73,0.014602920584116823
pl_100402,74,0.014802960592118424
pl_100642,54,0.010802160432086417
pl_100717,0,0.0
pl_101666,33,0.006601320264052811
pl_102433,125,0.02500500100020004
pl_102447,446,0.08921784356871375
pl_102506,248,0.04960992198439688
pl_102814,282,0.05641128225645129
pl_103182,881,0.17623524704940988
pl_103402,118,0.023604720944188837
pl_103693,6,0.001200240048009602
pl_103814,78,0.015603120624124825
pl_103933,842,0.16843368673734746
pl_104096,321,0.0642128425685137
pl_104161,199,0.03980796159231846
pl_104540,52,0.010402080416083218
pl_105060,0,0.0
pl_105105,121,0.024204840968193638
pl_105203,30,0.006001200240048009
pl_105454,437,0.08741748349669934
pl_105491,429,0.08581716343268654
pl_105574,8,0.0016003200640128026
pl_105886,53,0.010602120424084817
pl_106585,403,0.08061612322464493
pl_106717,1,0.00020004000800160032
pl_106738,12,0.002400480096019204
pl_106767,3,0.000600120024004801
pl_106853,208,0.04160832166433287
pl_106909,3,0.000600120024004801
pl_107048,0,0.0
pl_107139,69,0.013802760552110422
pl_107644,140,0.028005601120224044
pl_108060,31,0.00620124024804961
pl_108991,16,0.003200640128025605
pl_109038,118,0.023604720944188837
pl_109426,22,0.004400880176035207
pl_109653,0,0.0
pl_109861,115,0.023004600920184037
pl_109940,96,0.01920384076815363
pl_11266,9,0.0018003600720144029
pl_110338,298,0.05961192238447689
pl_110594,17,0.0034006801360272057
pl_110768,463,0.09261852370474095
pl_110835,140,0.028005601120224044
pl_111474,220,0.04400880176035207
pl_111582,0,0.0
pl_112078,105,0.021004200840168033
pl_112093,2,0.00040008001600320064
pl_112405,4,0.0008001600320064013
pl_112418,246,0.04920984196839368
pl_112495,196,0.03920784156831366
pl_112547,969,0.19383876775355072
pl_113007,90,0.01800360072014403
pl_113031,50,0.010002000400080016
pl_113072,16,0.003200640128025605
