degree,id,pagerank,betweenness_centrality,eigenvector_centrality,katz_centrality
356,1200,0.0002495601,3.8323156331898645e-05,0.003774779,0.01423515
14,1201,3.968293e-05,1.0848023812570773e-08,0.00040658124,0.013301583
558,1202,0.00033903986,0.00023712441907264292,0.015452202,0.01488904
42,1203,5.462588e-05,3.5854640145771555e-08,0.0012998466,0.013387731
0,1204,3.2159507e-05,0.0,9.641e-42,0.013259167
92,1205,7.769482e-05,1.405250259267632e-06,0.0038157955,0.013540949
1168,1206,0.0005919695,0.0004532814200501889,0.03947518,0.016677298
180,1207,0.00013274944,3.6536217521643266e-05,0.0058870823,0.013798491
294,1208,0.00021543648,4.172521585132927e-05,0.0033112953,0.014067071
196,1209,0.00012930008,4.1246548789786175e-06,0.0072766067,0.013856256
520,1210,0.00027726757,6.903694884385914e-05,0.020123852,0.014817468
20,1211,4.6638066e-05,8.422912145533701e-08,0.00034782093,0.01331486
24,1212,5.7689635e-05,1.662640329413989e-06,0.00041778004,0.01332476
4,1214,5.9205227e-05,0.0,7.3426445e-06,0.013269085
572,1215,0.00029698038,3.8351001421688125e-05,0.02078357,0.014938793
24,1213,4.7824007e-05,1.509294804691308e-07,0.00027126566,0.01332466
580,153,0.0003856122,0.0005598049610853195,0.012314302,0.014894114
210,154,0.00012939131,1.2429884918674361e-05,0.008890735,0.013897987
1360,155,0.00076418347,0.0013441480696201324,0.037848566,0.017186588
84,156,7.365971e-05,2.0321526790212374e-06,0.003255604,0.013514699
188,157,0.00015316844,1.764248008839786e-05,0.0016196214,0.013770605
14,158,6.124953e-05,1.3204472452343907e-05,0.00015101643,0.01329647
1702,159,0.000890007,0.0038944159168750048,0.04790181,0.01812096
1092,352,0.000640137,0.0011131040519103408,0.02483659,0.01637254
26,353,4.4888257e-05,0.0,0.0011159751,0.013341835
944,354,0.00045529692,0.00010837164154509082,0.03626817,0.016050857
344,355,0.00018051127,5.104837327962741e-06,0.015022003,0.014297355
0,357,3.2159507e-05,0.0,9.641e-42,0.013259167
170,358,0.00015365273,0.00015342191909439862,0.0024024912,0.013720514
44,359,0.00021247104,0.00037751146010123193,0.00025063346,0.013370925
200,360,0.00012983358,2.4764098270679824e-05,0.00844038,0.013882241
82,146,7.785266e-05,2.8948877570655895e-06,0.0019603434,0.013498066
300,4553,0.00021629881,5.9406189393484965e-05,0.0029842572,0.014066198
76,4554,8.066353e-05,6.595592822122853e-06,0.0016317756,0.013476364
10,4555,3.7555103e-05,3.0293125785618713e-09,0.0003276653,0.0132886395
14,4557,8.2554565e-05,1.7342961655231193e-05,0.00012446483,0.013295797
40,4558,5.822456e-05,9.380281653648126e-07,0.0004812729,0.013369287
114,4559,9.970502e-05,4.063113919983152e-06,0.0013985987,0.013575376
458,4549,0.00036823348,0.0005974686937406659,0.005435634,0.014500562
6,608,3.581847e-05,0.0,5.7222187e-05,0.013275578
4,609,3.4440727e-05,0.0,5.505296e-05,0.013270191
18,610,4.2315038e-05,0.0,0.00018367023,0.013307915
16,611,4.098682e-05,1.0814419582061419e-08,0.00065206096,0.013310724
186,612,0.00012053587,2.5758288757060654e-05,0.0073422375,0.013813319
4,613,5.2693267e-05,0.0,7.3287026e-07,0.013269019
2,614,3.3275017e-05,0.0,3.7138183e-05,0.013264605
0,615,3.2159507e-05,0.0,9.641e-42,0.013259167
364,4556,0.00019403637,1.3244915862742346e-05,0.015444943,0.014358319
78,3768,9.6591655e-05,1.8829008695320226e-05,0.0006787626,0.013465994
18,3769,4.0491246e-05,5.4275184346863625e-09,0.00064729474,0.013312175
32,3770,5.039769e-05,1.660983315332487e-07,0.0008054547,0.013353263
