id,closeness_igraph,eigenvector_igraph,clustering_igraph
0,,0.0,0.0
1,0.32289173588624526,0.000734992551675148,0.6666666666666666
2,0.45537575697408916,0.23587910554265748,0.5846005613505928
3,0.2643194652529676,3.146313749907857e-05,1.0
4,0.4068653539116551,0.03000107052087501,0.5834767641996558
5,,0.0,0.0
6,0.4590213149204443,0.13384783423954671,0.33383850343357807
7,0.481827731092437,0.6982471184421767,0.4167523764999221
8,0.38145530145530143,0.07489693611286785,0.8336358136721113
9,0.4782608695652174,0.37253617511355147,0.29662423907028224
10,0.46682271524526764,0.14893204968375642,0.33534560448378453
11,0.4529475659129061,0.1856349471417397,0.42843341834763116
12,0.4310685085988159,0.09026296392364713,0.710806697108067
13,0.4261031119368323,0.04426568328461002,0.3661606812291744
14,0.3963193364437532,0.02222946301995408,0.6988120195667366
15,,0.0,0.0
16,0.2830433172898926,7.4935679564716e-05,0.7083333333333334
17,0.43586088939566703,0.1279449744641569,0.4700645161290322
18,0.4752382925818483,0.5600930199404924,0.4955711190608152
19,0.4630994447248864,0.26245286656901673,0.5487788951286405
20,0.446553738317757,0.37802036041240134,0.644456222710179
21,0.5217836423615061,0.5725819610608113,0.19582860385925083
22,0.43652455272173585,0.06338609897749929,0.40706939012023763
23,0.28400718221781934,5.061542679740423e-05,0.6
24,0.4187129164764948,0.03429465525774587,0.3996003996003996
25,0.5001090274749237,0.8729783802964354,0.3397154727575192
26,0.46853932584269664,0.34514842070564883,0.46608255451713393
27,0.41913377192982454,0.2706293985399588,0.7641744073904877
28,0.40374966992342226,0.05606782141969645,0.830316742081448
29,,0.0,0.0
30,0.44716318970559565,0.07863017229945649,0.40537190082644625
31,0.40339460029900626,0.027088268563023182,0.6114942528735633
32,0.47926026538501726,0.2505098361276227,0.2875422501207146
33,0.46338013940802103,0.144710662489786,0.2790340500620874
34,0.31297762008733626,0.0004087260511977171,0.39285714285714285
35,0.3995644599303136,0.05759015274068262,0.579100145137881
36,0.46625330351697497,0.3728456487237115,0.411923015196968
37,0.275148461400036,2.3647447978557698e-05,0.0
38,0.2837787676317743,3.8124437769765204e-05,0.7878787878787878
39,0.26915854946602513,9.36762330697464e-06,1.0
40,0.4534849233811172,0.2711498528860055,0.627136752136752
41,0.3353560462055856,0.0017057262754002788,1.0
42,,0.0,0.0
43,0.3418797048520534,0.001831235224015556,0.6381074168797953
44,0.4498823067869753,0.11778357400990984,0.5027749229188078
45,0.3935649935649936,0.012016691327045644,0.6
46,0.3903497574674496,0.012780529510971143,0.6166666666666667
47,0.43034055727554177,0.057854671696226316,0.354918151528321
48,0.3695021749637506,0.022612604596495643,0.7792207792207793
49,,0.0,0.0
50,0.4305021116846551,0.13070107885538587,0.7043478260869565
51,0.4329809326033604,0.0732536624223481,0.4649122807017544
52,0.3216690042075736,0.0007253508836113143,0.3333333333333333
53,0.45098810343132434,0.36396004558547124,0.5558719182880257
54,0.3742046010768478,0.02850482281843365,1.0
55,0.4866327180140038,0.3685231175525537,0.34099090254597814
56,0.41072707736389685,0.039549970438347556,0.570606372045221
57,0.43586088939566703,0.08130103875429308,0.4842258198422582
58,,0.0,0.0
59,0.4060370009737098,0.02873556212200231,0.4516483516483516
60,0.34452456061288866,0.002430832403628664,1.0
61,0.24733096085409254,4.510612295943856e-06,1.0
62,0.43586088939566703,0.09061812922334912,0.4255516840882695
63,0.4398312398120625,0.07774306059885344,0.4577184720041863
64,0.5282736381434988,0.6540934421303679,0.1926434340591391
65,0.3821226257914029,0.017414561214119235,0.49188514357053686
66,0.3778107239930813,0.04051512925815502,0.6326530612244898
67,0.35192573269909466,0.0030332149757753644,0.7
68,0.4199011351153424,0.04538507544759397,0.7853061224489796
69,,0.0,0.0
70,0.4432312300705382,0.1700432963136137,0.6394259517640024
71,0.4088235294117647,0.1482647747184083,0.7706877814004037
72,,0.0,0.0
73,0.4266579853036927,0.11681296162427904,0.5192589630814342
74,0.4069014459327597,0.0269403235603742,0.7730848861283643
75,0.4325318246110325,0.2011420017534548,0.6089962931280296
76,0.4138397690364489,0.035171831968489865,0.3982020095187731
77,,0.0,0.0
78,0.45879175835167035,0.11346042109032103,0.31530904308811014
79,0.47084787517963456,0.1946970486983046,0.3005190021764607
80,0.38588373853789854,0.01709078863496722,0.45230769230769236
81,0.3888606307222787,0.06885551219462908,0.7529411764705882
82,0.28168754605747975,3.630120332157463e-05,0.0
83,,0.0,0.0
84,0.3155396574258788,0.000790250290582323,0.4666666666666667
85,0.47347233691164325,0.2022927169230319,0.29556920508080387
86,,0.0,0.0
87,0.5068508287292818,0.4977779892511482,0.2487824798745335
88,0.35514091049860635,0.0038358512845417156,1.0
89,0.4550595238095238,0.14310093906523208,0.4303406956988286
90,0.36269471020795446,0.006072568935459624,0.5153846153846154
91,0.3627807655805125,0.0036860999548860283,0.4722222222222222
92,0.3729571509878852,0.006506560489426854,0.8222222222222223
93,0.4095535714285714,0.07684782634500262,0.6346340516404582
94,0.4515652687536917,0.17627907274113336,0.4222933263680293
95,,0.0,0.0
96,,0.0,0.0
97,0.407335050173164,0.030105324377145328,0.3055855855855856
98,0.38715395003376096,0.01431314558861599,0.9809523809523809
99,0.4312306101344364,0.07669143389458319,0.5603747397640527
100,0.3106881603901382,0.0002449206509926949,0.0
101,0.4466841951504528,0.11043857848633107,0.5644157369348209
102,0.4205941683476985,0.05370396192111624,0.528159645232816
103,0.31896251999165565,0.0006578446993053677,1.0
104,0.45659964164841726,0.432360456340057,0.6422175950026028
105,0.4061808199769769,0.04311195879407108,0.73109243697479
