vertex,louvain,id,original_id,type,name,followers,num_artists,num_albums,collaborative
2320,229,2320,pl_52449,playlist,Current Rotation,1,6,6,False
2321,8,2321,pl_52849,playlist,Old Country,1,25,49,False
2322,4,2322,pl_520945,playlist,lit,1,8,8,False
2323,230,2323,pl_521050,playlist,November 2017,1,3,3,False
2324,9,2324,pl_521325,playlist,No Lyrics,1,12,14,False
2325,4,2325,pl_521392,playlist,R.A.P.,3,23,29,False
2326,2,2326,pl_521405,playlist,Caffeine,1,71,78,False
2327,231,2327,pl_521646,playlist,Hardcore Workout,1,22,27,False
2328,2,2328,pl_521711,playlist,Yoga,1,15,19,False
2329,2,2329,pl_521735,playlist,Majestic,1,31,24,False
2330,2,2330,pl_521880,playlist,Road Trip,1,12,23,False
2331,4,2331,pl_522029,playlist,rise and shine,1,19,24,False
2332,232,2332,pl_522145,playlist,Epicness,1,32,32,False
2333,2,2333,pl_522413,playlist,Ghost,1,50,54,False
2334,4,2334,pl_522435,playlist,bangerz,1,76,87,False
2335,1,2335,pl_522578,playlist,Late,1,53,81,False
1680,0,1680,pl_407939,playlist,summer 2017,8,56,62,False
1681,5,1681,pl_408056,playlist,Emilio,1,12,30,False
1682,2,1682,pl_408061,playlist,Mars,2,25,37,False
1683,21,1683,pl_408207,playlist,Gloomy,1,25,30,False
1684,1,1684,pl_408432,playlist,Work out,4,150,196,False
1685,6,1685,pl_408519,playlist,Metal/rock,1,49,81,False
1686,3,1686,pl_408525,playlist,Lip Sync,1,12,14,False
1687,3,1687,pl_409549,playlist,Yams,2,56,76,False
1688,173,1688,pl_409637,playlist,Russian. ,1,12,17,False
1689,4,1689,pl_409658,playlist,Check it out,1,60,89,False
1690,6,1690,pl_409705,playlist,BLUE,2,27,44,False
1691,1,1691,pl_409824,playlist,Gangsta ,1,15,23,False
1692,4,1692,pl_409888,playlist,jamz,4,29,36,False
1693,4,1693,pl_41239,playlist,car,1,27,47,False
1694,6,1694,pl_41305,playlist,Emily,2,18,18,False
1695,174,1695,pl_41337,playlist,{{{Clouds}}},2,5,7,False
2016,8,2016,pl_469612,playlist,Country Girl,1,31,44,False
2017,5,2017,pl_469776,playlist,Reggaetón ,1,82,144,False
2018,4,2018,pl_47022,playlist,litty,5,104,174,False
2019,32,2019,pl_47042,playlist,fnaf,2,11,17,False
2020,3,2020,pl_47151,playlist,80s,1,56,71,False
2021,198,2021,pl_47344,playlist,June 2013,2,13,15,False
2022,4,2022,pl_470037,playlist,Backyard,1,45,68,False
2023,9,2023,pl_470160,playlist,Movie Soundtracks,5,57,98,False
2024,1,2024,pl_470697,playlist,science,1,16,16,False
2025,7,2025,pl_470741,playlist,🙌🏻,1,10,14,False
2026,3,2026,pl_471463,playlist,💓💓,1,18,21,False
2027,4,2027,pl_471798,playlist,Dope,2,49,76,False
2028,8,2028,pl_471850,playlist,Sounds Good,1,15,15,False
2029,2,2029,pl_471913,playlist,March Madness,1,5,7,False
2030,4,2030,pl_471991,playlist,RUN,2,73,108,False
2031,0,2031,pl_472011,playlist,Musica buena,1,21,21,False
1248,3,1248,pl_331822,playlist,classic rock,1,10,15,False
1249,2,1249,pl_331947,playlist,ACL 2015,1,44,101,False
1250,0,1250,pl_331961,playlist,Sundays,4,42,45,False
1251,8,1251,pl_332096,playlist,Country Jams. ,1,25,29,False
1252,0,1252,pl_332221,playlist,camp,5,66,91,False
1253,0,1253,pl_332222,playlist,Top 40,1,33,38,False
1254,8,1254,pl_332247,playlist,Country Chill,1,18,33,False
1255,8,1255,pl_332289,playlist,Favorite Songs,1,34,62,False
1256,4,1256,pl_332330,playlist,Feb,1,40,60,False
1257,1,1257,pl_332735,playlist,Old Skool,1,41,58,False
1258,7,1258,pl_333303,playlist,press play,1,58,86,False
1259,1,1259,pl_333650,playlist,No Shame,2,42,50,False
1260,27,1260,pl_333736,playlist,House,1,23,24,False
1261,2,1261,pl_333805,playlist,Study,2,81,113,False
1262,1,1262,pl_333941,playlist,Throwbacks!!,1,46,67,True
1263,4,1263,pl_334147,playlist,track,1,22,30,False
1440,4,1440,pl_368449,playlist,Thug life   ,1,20,26,False
1441,4,1441,pl_368607,playlist,Sleepy,1,18,27,False
1442,0,1442,pl_368628,playlist,my favorite songs,1,54,65,False
1443,148,1443,pl_369009,playlist,Nordic,1,19,26,False
1444,0,1444,pl_369096,playlist,april '16,3,74,80,False
1445,1,1445,pl_369614,playlist,Driving,1,74,87,False
1446,4,1446,pl_369814,playlist,HW,1,4,12,False
1447,3,1447,pl_369850,playlist,Summer,1,9,12,False
1448,4,1448,pl_37022,playlist,summersixteen,2,8,21,False
1449,4,1449,pl_37036,playlist,lit 🔥🔥,1,14,16,False
1450,2,1450,pl_37198,playlist,vibin',2,18,30,False
1451,3,1451,pl_37338,playlist,hair metal,1,29,33,False
1452,3,1452,pl_37601,playlist,Mom,1,12,24,True
1453,2,1453,pl_37602,playlist,Dinner,1,14,15,False
1454,2,1454,pl_37603,playlist,Relax,4,29,31,False
1455,20,1455,pl_37769,playlist,Musik,1,14,17,False
1056,0,1056,pl_30130,playlist,Work,1,15,15,False
1057,2,1057,pl_30345,playlist,R e l a x ,2,20,32,False
1058,33,1058,pl_30381,playlist,Gospel,1,65,97,False
1059,5,1059,pl_30597,playlist,salsa,1,24,41,False
1060,122,1060,pl_30643,playlist,lo que me gusta,1,6,6,False
1061,2,1061,pl_30993,playlist,YOUTH,1,3,8,False
1062,0,1062,pl_300230,playlist,Diana,1,58,93,False
1063,4,1063,pl_300468,playlist,camping,1,42,54,False
1064,1,1064,pl_300583,playlist,sexy time,1,21,26,False
1065,6,1065,pl_300595,playlist,Pop punk,2,77,111,False
1066,123,1066,pl_300772,playlist,Werk,1,25,25,False
1067,8,1067,pl_301040,playlist,summer drive,2,35,43,False
1068,6,1068,pl_301130,playlist,DOPE,1,36,52,False
1069,3,1069,pl_301441,playlist,Hang,1,39,63,False
1070,1,1070,pl_301895,playlist,Oldschool,1,34,38,False
1071,5,1071,pl_302558,playlist,indie español,1,35,66,False
560,0,560,pl_204118,playlist,hi,1,12,17,False
561,1,561,pl_204220,playlist,Fall 2013,1,147,175,False
562,0,562,pl_204326,playlist,Best of 2017,2,47,54,False
563,0,563,pl_204710,playlist,Drop the Bass,3,33,55,False
564,4,564,pl_204959,playlist,pregame,1,33,42,False
565,82,565,pl_204972,playlist,Feb 2014,1,19,22,False
566,3,566,pl_205169,playlist,Classic Chill,2,57,94,False
567,1,567,pl_205346,playlist,Memphis,2,20,20,False
568,3,568,pl_205420,playlist,The Good Stuff,1,63,89,False
569,2,569,pl_205490,playlist,amanda,1,88,124,False
570,3,570,pl_205565,playlist,Old school,4,21,23,False
571,1,571,pl_205629,playlist,hit list ,1,45,53,False
572,2,572,pl_205754,playlist,Morning Mix,1,17,22,False
573,8,573,pl_205781,playlist,car,3,36,39,False
574,23,574,pl_205946,playlist,hindi,10,105,125,False
575,8,575,pl_205971,playlist,Feel good country ,1,62,93,False
2064,202,2064,pl_477252,playlist,Oldies,1,5,23,False
2065,4,2065,pl_477274,playlist,car jams ,1,18,21,False
2066,10,2066,pl_477304,playlist,just do it,2,10,16,False
2067,0,2067,pl_477521,playlist,Elo,1,125,175,False
2068,3,2068,pl_477651,playlist,beach,1,72,100,False
2069,3,2069,pl_477884,playlist,rock,3,47,78,False
2070,8,2070,pl_478126,playlist,outlaw,1,34,51,False
2071,3,2071,pl_478805,playlist,Soulful,1,11,34,False
2072,1,2072,pl_478947,playlist,THROW IT BACK,1,15,17,False
2073,203,2073,pl_479060,playlist,cecilia!,1,18,18,False
2074,2,2074,pl_479179,playlist,idk,1,41,52,False
2075,6,2075,pl_479419,playlist,Wedding Dinner,2,29,40,False
2076,0,2076,pl_479842,playlist,Friday,2,87,109,False
2077,2,2077,pl_48389,playlist,Workout!,1,37,44,False
2078,204,2078,pl_48808,playlist,Your Perfect Running Mix,1,20,20,False
2079,3,2079,pl_48956,playlist,classics ,1,66,85,False
1648,1,1648,pl_401758,playlist,Roadtrip,1,68,85,False
1649,3,1649,pl_401902,playlist,70's,2,26,46,False
1650,3,1650,pl_401960,playlist,Reggae,1,8,14,False
1651,2,1651,pl_401978,playlist,Indie Jams,2,40,54,False
1652,1,1652,pl_402334,playlist,NO DOUBT,1,4,18,False
1653,39,1653,pl_402548,playlist,Naija,1,23,29,False
1654,4,1654,pl_402908,playlist,maybe,2,8,9,False
1655,170,1655,pl_402977,playlist,happy day!,1,23,24,False
1656,3,1656,pl_403320,playlist,camp,2,56,73,False
1657,6,1657,pl_403375,playlist,bob,2,6,22,False
1658,6,1658,pl_403498,playlist,Raggae,11,40,63,False
1659,4,1659,pl_403902,playlist,SAINT PABLO TOUR,2,5,14,False
1660,4,1660,pl_404035,playlist,Rap,1,17,21,False
1661,171,1661,pl_404131,playlist,May 2017,1,45,46,False
1662,3,1662,pl_404140,playlist,Oldies,1,18,25,False
1663,2,1663,pl_404189,playlist,Summer 2016,2,68,74,False
1984,6,1984,pl_460810,playlist,Rock,2,63,94,False
1985,0,1985,pl_461159,playlist,NYE,2,73,84,True
1986,4,1986,pl_461380,playlist,Rap Caviar,2,50,64,False
1987,2,1987,pl_461457,playlist,FOCUS ,1,71,86,False
1988,0,1988,pl_461906,playlist,Gym,1,32,52,False
1989,1,1989,pl_461951,playlist,Camp ,1,88,105,False
1990,2,1990,pl_462630,playlist,Fifa,1,41,43,False
1991,1,1991,pl_462832,playlist,PRE GAME,1,11,15,False
1992,3,1992,pl_462924,playlist,Oldies,1,13,15,False
1993,0,1993,pl_463116,playlist,life,1,86,98,False
1994,1,1994,pl_463341,playlist,Workout,1,32,35,False
1995,2,1995,pl_463426,playlist,david,2,40,44,False
1996,0,1996,pl_463629,playlist,September Playlist,1,10,10,False
1997,4,1997,pl_463674,playlist,dunno,1,57,68,False
1998,4,1998,pl_463785,playlist,Pregame,1,14,18,False
1999,0,1999,pl_464235,playlist, Deadpool ,2,86,89,False
2400,1,2400,pl_531894,playlist,Jams,1,82,113,False
2401,12,2401,pl_531906,playlist,cool,1,17,17,False
2402,6,2402,pl_531992,playlist,Throwbacks,3,22,38,False
2403,2,2403,pl_532071,playlist,Highlights,1,14,14,False
2404,0,2404,pl_532087,playlist,Slaps,1,23,26,False
2405,6,2405,pl_532446,playlist,EMO,1,34,42,False
2406,2,2406,pl_532662,playlist,Hangin,1,13,16,False
2407,3,2407,pl_533000,playlist,rock,4,21,30,False
2408,1,2408,pl_533214,playlist,R & B,1,27,58,False
2409,4,2409,pl_533550,playlist,cj,1,17,27,False
2410,4,2410,pl_533863,playlist,2017,1,126,148,False
2411,6,2411,pl_534045,playlist,II,2,37,68,False
2412,40,2412,pl_534106,playlist,Study Tunes,2,12,18,False
2413,242,2413,pl_534125,playlist,Jessica,1,10,11,False
2414,0,2414,pl_534172,playlist,Best of 2016,1,51,56,False
2415,1,2415,pl_534417,playlist,Work it ,1,31,33,False
3488,6,3488,pl_724205,playlist,Rock and metal,1,58,92,False
3489,3,3489,pl_724612,playlist,Party,1,77,124,False
3490,3,3490,pl_724613,playlist,80s,1,18,24,False
3491,0,3491,pl_724847,playlist,Road trip,1,93,127,False
3492,4,3492,pl_724928,playlist,January 2017,1,48,54,False
3493,0,3493,pl_725101,playlist,Edm ,1,128,180,False
3494,2,3494,pl_725212,playlist,alt jams,1,20,21,False
3495,1,3495,pl_725353,playlist,Old School,1,26,27,False
3496,6,3496,pl_725405,playlist,Workout,2,20,24,False
3497,11,3497,pl_725503,playlist,Kpoop,1,20,23,False
3498,1,3498,pl_725643,playlist,iconic,1,26,28,False
3499,0,3499,pl_725787,playlist,Heartache,1,47,58,False
3500,331,3500,pl_725982,playlist,Sunday Tunes,1,9,6,False
3501,0,3501,pl_726229,playlist,car ,1,10,13,False
3502,8,3502,pl_726416,playlist,brandy,1,91,137,False
3503,8,3503,pl_726660,playlist,Countryy,1,41,76,False
1424,2,1424,pl_365635,playlist,zen,1,90,98,False
1425,6,1425,pl_365745,playlist,Rock,1,15,22,False
1426,2,1426,pl_365809,playlist,Summer Driving,2,27,34,False
1427,1,1427,pl_366005,playlist,Work out,2,45,54,False
1428,4,1428,pl_366368,playlist,funk it. ,1,13,12,False
1429,0,1429,pl_366571,playlist,Feel Good,1,58,63,False
1430,4,1430,pl_366846,playlist,3 am,2,21,40,False
1431,2,1431,pl_366949,playlist,Monday Morning,5,79,96,False
1432,1,1432,pl_367151,playlist,Lituation,1,13,18,False
1433,1,1433,pl_367384,playlist,BDAY PARTY,1,26,26,False
1434,7,1434,pl_367761,playlist,Worship,3,6,14,False
1435,1,1435,pl_367768,playlist,Gym Playlist,1,11,12,False
1436,2,1436,pl_367830,playlist,yas.,3,78,84,False
1437,4,1437,pl_367910,playlist,roadtrip,1,65,84,False
1438,0,1438,pl_368105,playlist,1000,11,5,5,False
1439,5,1439,pl_368279,playlist,Bailemos ,1,94,163,False
2448,1,2448,pl_540465,playlist,party tunes,1,35,36,False
2449,1,2449,pl_540699,playlist,2k16,1,15,29,False
2450,1,2450,pl_540798,playlist,good stuff,1,69,82,False
2451,9,2451,pl_540897,playlist,Disney,1,37,21,False
2452,3,2452,pl_541198,playlist,Let's Do This,1,27,27,False
2453,4,2453,pl_541296,playlist,mix ,1,17,18,False
2454,1,2454,pl_541738,playlist,Good,1,186,220,False
2455,6,2455,pl_541841,playlist,music,2,19,27,False
2456,9,2456,pl_541972,playlist,kid,1,57,33,False
2457,4,2457,pl_542152,playlist,Main,1,42,58,False
2458,245,2458,pl_542355,playlist,Needed Me,1,5,5,False
2459,2,2459,pl_542446,playlist,feels,1,56,64,False
2460,4,2460,pl_542554,playlist,WRESTLING,2,29,36,False
2461,2,2461,pl_542699,playlist,Good,1,49,54,False
2462,1,2462,pl_543379,playlist,car rides,3,41,46,False
2463,11,2463,pl_543514,playlist,happy,1,13,26,False
3440,0,3440,pl_717277,playlist,Road Trip,4,42,64,False
3441,0,3441,pl_717326,playlist,skate,1,10,12,False
3442,1,3442,pl_717351,playlist,roadTRIPPIN',2,52,56,False
3443,4,3443,pl_717436,playlist,cookies ,2,24,33,False
3444,329,3444,pl_717584,playlist,Prayer,3,14,15,False
3445,0,3445,pl_717757,playlist,run,1,19,19,False
3446,4,3446,pl_717836,playlist,Rap Party,2,63,84,False
3447,1,3447,pl_717923,playlist,The best. ,1,22,33,False
3448,4,3448,pl_717926,playlist,kanye,1,5,19,False
3449,6,3449,pl_718457,playlist,Rock,1,41,65,False
3450,1,3450,pl_718637,playlist,#tbt,1,16,20,False
3451,3,3451,pl_719023,playlist,Fathers Day,6,73,120,False
3452,0,3452,pl_719237,playlist,pop,1,7,7,False
3453,2,3453,pl_719275,playlist,inspiration,1,16,18,False
3454,0,3454,pl_719305,playlist,beach,1,54,66,False
3455,1,3455,pl_719545,playlist,new,1,36,49,False
2144,3,2144,pl_490820,playlist,wedding,1,67,75,False
2145,6,2145,pl_490970,playlist,Gaming,2,22,28,False
2146,4,2146,pl_491045,playlist,LITT,1,34,44,False
2147,4,2147,pl_491181,playlist,ass,1,25,26,False
2148,6,2148,pl_491196,playlist,Shower Music,1,144,172,False
2149,3,2149,pl_491390,playlist,cocktail hour,1,41,45,True
2150,1,2150,pl_491548,playlist,running,2,100,133,False
2151,3,2151,pl_491740,playlist,summer!!!,1,52,64,False
2152,211,2152,pl_491774,playlist,Lovers Rock,2,14,35,False
2153,8,2153,pl_491802,playlist,Obsessions,2,118,125,False
2154,6,2154,pl_491822,playlist,discovered,1,16,17,False
2155,1,2155,pl_492862,playlist,Old school hip hop,1,132,178,False
2156,1,2156,pl_492983,playlist,Throwbacks,1,49,74,False
2157,4,2157,pl_493184,playlist,rap,1,43,60,False
2158,3,2158,pl_493446,playlist,Office Music ,1,65,112,False
2159,2,2159,pl_493555,playlist,comfortably numb,1,17,20,False
2480,8,2480,pl_546960,playlist,Ashley ,1,66,110,False
2481,247,2481,pl_547216,playlist,1993,2,19,26,False
2482,41,2482,pl_547369,playlist,Church,4,66,52,False
2483,4,2483,pl_547598,playlist,LIT,1,7,8,False
2484,3,2484,pl_547733,playlist,Carolina,7,12,12,False
2485,0,2485,pl_547807,playlist,february,1,26,29,False
2486,2,2486,pl_548127,playlist,Gooey,1,40,51,False
2487,7,2487,pl_548219,playlist,Daily Music,1,56,81,False
2488,0,2488,pl_548292,playlist,Running,1,45,51,False
2489,6,2489,pl_548380,playlist,90's Baby,2,115,128,False
2490,1,2490,pl_548948,playlist,sing alongs,2,66,76,False
2491,0,2491,pl_548968,playlist,the best,1,9,11,False
2492,6,2492,pl_549149,playlist,Nostalgia,1,11,11,False
2493,6,2493,pl_549641,playlist,Old music,1,34,50,False
2494,248,2494,pl_549646,playlist,Friday,1,12,12,False
2495,2,2495,pl_549905,playlist,Lovely ,1,120,164,True
1920,0,1920,pl_451483,playlist,run,1,88,96,False
1921,2,1921,pl_451650,playlist,Fall Playlist,2,12,12,False
1922,4,1922,pl_452049,playlist,Drizzy,2,65,88,False
1923,3,1923,pl_452124,playlist,The 80's,1,9,12,False
1924,4,1924,pl_452396,playlist,🔥🔥,5,13,17,False
1925,0,1925,pl_452537,playlist,bootcamp,1,11,11,False
1926,2,1926,pl_452663,playlist,hi,1,47,52,False
1927,5,1927,pl_452892,playlist,Roots,1,26,30,False
1928,1,1928,pl_453322,playlist,Slow it down,1,28,43,False
1929,0,1929,pl_453468,playlist,edm,2,92,156,False
1930,1,1930,pl_453747,playlist,Fierce ,1,28,34,True
1931,6,1931,pl_453976,playlist,Rock hits,2,24,40,False
1932,1,1932,pl_454019,playlist,Chillin,1,20,30,False
1933,2,1933,pl_454129,playlist,feels !!!,3,54,69,False
1934,0,1934,pl_454303,playlist,Legit,1,16,21,False
1935,3,1935,pl_454489,playlist,old fashioned,1,109,144,False
2464,0,2464,pl_544002,playlist,Pop,1,54,73,False
2465,246,2465,pl_544158,playlist,Take Me Back,1,11,11,False
2466,4,2466,pl_544351,playlist,Chill #2,1,58,93,False
2467,4,2467,pl_544404,playlist,Fall,70,91,97,False
2468,1,2468,pl_544631,playlist,Summer 2013,1,62,66,True
2469,6,2469,pl_544948,playlist,My Jam,1,17,23,False
2470,8,2470,pl_544951,playlist,countryyy,2,32,56,False
2471,4,2471,pl_545171,playlist,April '16,2,22,24,False
2472,8,2472,pl_545249,playlist,Summer ☀️,2,47,91,False
2473,0,2473,pl_545395,playlist,lol,1,53,94,False
2474,2,2474,pl_545520,playlist,october.,1,14,14,False
2475,4,2475,pl_545564,playlist,Thug life,2,19,19,False
2476,3,2476,pl_545756,playlist,Oldies,1,13,14,False
2477,8,2477,pl_546305,playlist,road trippin,1,94,118,False
2478,0,2478,pl_546643,playlist,party ,2,122,159,False
2479,2,2479,pl_546732,playlist,calm,6,137,172,False
3136,0,3136,pl_662962,playlist,december 2016,1,29,34,False
3137,4,3137,pl_662979,playlist,chill ,2,110,150,False
3138,0,3138,pl_663086,playlist,Recovery,2,68,78,False
3139,2,3139,pl_663094,playlist,drive,6,95,113,False
3140,302,3140,pl_664038,playlist,good stuff,1,29,34,False
3141,4,3141,pl_664437,playlist,lit songs,1,19,21,False
3142,1,3142,pl_664492,playlist,Driving music,1,19,21,False
3143,1,3143,pl_665153,playlist,90's R&B,1,85,117,False
3144,6,3144,pl_665575,playlist,Steven,1,19,29,False
3145,6,3145,pl_665577,playlist,Getting Ready,1,29,44,False
3146,4,3146,pl_666193,playlist,hype songs,1,16,22,False
3147,3,3147,pl_667262,playlist,miscellaneous,1,70,132,True
3148,3,3148,pl_667661,playlist,Rockeando,1,61,107,False
3149,1,3149,pl_667718,playlist,Workout,2,48,58,False
3150,3,3150,pl_667728,playlist,sing alongs,2,65,73,False
