original_id,degree,degree_centrality_nx
pl_37,729,0.03645182259112956
pl_89,749,0.03745187259362968
pl_96,153,0.007650382519125956
pl_177,7,0.00035001750087504374
pl_193,166,0.008300415020751037
pl_205,337,0.016850842542127105
pl_301,12,0.000600030001500075
pl_425,0,0.0
pl_561,317,0.01585079253962698
pl_569,87,0.004350217510875543
pl_599,6,0.0003000150007500375
pl_672,509,0.02545127256362818
pl_708,955,0.04775238761938097
pl_716,513,0.025651282564128207
pl_754,1232,0.0616030801540077
pl_884,551,0.027551377568878443
pl_909,14,0.0007000350017500875
pl_1049,7,0.00035001750087504374
pl_1055,49,0.002450122506125306
pl_1139,23,0.0011500575028751438
pl_1206,354,0.017700885044252213
pl_1258,21,0.0010500525026251313
pl_1269,6,0.0003000150007500375
pl_1343,2926,0.14630731536576827
pl_1429,78,0.0039001950097504873
pl_1467,68,0.003400170008500425
pl_1533,1,5.000250012500625e-05
pl_1640,5,0.00025001250062503126
pl_1655,134,0.006700335016750838
pl_1657,2,0.0001000050002500125
pl_1760,5,0.00025001250062503126
pl_1773,825,0.041252062603130156
pl_1885,15,0.0007500375018750937
pl_10049,1,5.000250012500625e-05
pl_10146,179,0.008950447522376118
pl_10187,505,0.025251262563128155
pl_10260,2606,0.1303065153257663
pl_10284,193,0.009650482524126206
pl_10303,320,0.016000800040002
pl_10342,357,0.017850892544627232
pl_10565,1883,0.09415470773538677
pl_10593,224,0.0112005600280014
pl_10689,1774,0.08870443522176108
pl_10693,497,0.024851242562128107
pl_10805,1530,0.07650382519125956
pl_10871,529,0.026451322566128307
pl_10973,960,0.048002400120006
pl_100005,8,0.00040002000100005
pl_100161,342,0.017100855042752137
pl_100225,578,0.02890144507225361
pl_100234,479,0.02395119755987799
pl_100257,516,0.025801290064503223
pl_100281,975,0.04875243762188109
pl_100353,82,0.004100205010250512
pl_100402,309,0.015450772538626931
pl_100468,86,0.004300215010750537
pl_100642,277,0.013850692534626731
pl_100704,1256,0.06280314015700784
pl_100717,0,0.0
pl_100775,5,0.00025001250062503126
pl_100855,146,0.0073003650182509126
pl_100876,11,0.0005500275013750688
pl_100883,49,0.002450122506125306
pl_101000,367,0.018350917545877293
pl_101309,1524,0.07620381019050952
pl_101324,2,0.0001000050002500125
pl_101326,154,0.0077003850192509625
pl_101359,64,0.0032001600080004
pl_101383,26,0.0013000650032501625
pl_101487,1038,0.051902595129756486
pl_101502,97,0.004850242512125606
pl_101539,80,0.0040002000100005
pl_101548,1137,0.056852842642132105
pl_101666,92,0.004600230011500575
pl_101792,2170,0.10850542527126356
