id,closeness_igraph,eigenvector_igraph,clustering_igraph
0,0.5236683257439373,0.22832152424221425,0.5025986298133711
1,0.4721214435745656,0.028592994091374738,0.730201746461909
2,0.5841701122268163,0.6898383603796252,0.4497750851448601
3,0.4834294652458696,0.07421311185396245,0.6135940409683426
4,0.539906103286385,0.34937051816106407,0.45870754919679985
5,0.6342182890855457,0.8850080878985594,0.3605667192459347
6,0.5113753877973113,0.20974654231041173,0.4839305359107339
7,0.4747048094460977,0.021189633592324595,0.6036789297658862
8,0.50712747410522,0.2401811187826607,0.6807341492314176
9,0.4855179185076092,0.06709311743570207,0.5585710453366717
10,0.5403781007540159,0.2864380548993145,0.3901590003952209
11,0.5611029161466016,0.49964513389739773,0.4361160965272672
12,0.5462881131241715,0.3215578899061957,0.393272185193089
13,0.43854203618304366,0.007900373445301529,0.3474358974358975
14,0.5380848748639826,0.44188167832728203,0.5821131703996062
15,0.5621234511765375,0.4841922891279343,0.39122016641638097
16,0.37250470809792846,0.0008998451051280854,0.6666666666666666
17,0.5344212687776937,0.3215888270361197,0.4596587561424502
18,0.5449035812672176,0.4317425749596853,0.4492277295837039
19,0.5466504532390006,0.5024763012746323,0.5722508879268572
20,0.593423736949478,0.6325178621160088,0.3717727915908631
21,0.5619318181818181,0.4828516832098164,0.41292832233452303
22,0.5353469741257985,0.40296185895808784,0.5662539372216792
23,0.5053653551354114,0.23331762364328545,0.7429447035309793
24,0.48618621571133613,0.057859548142673224,0.7259583789704271
25,0.46787775570063395,0.018385431537026,0.628235294117647
26,0.5296700942587832,0.2832525000836565,0.49989548609965123
27,0.5951378023829582,0.7474524990507685,0.44516197871490915
28,0.3059078255490257,7.302066800124019e-06,0.0
29,0.48853981426595533,0.06447965763819909,0.6675506595947233
30,0.40522822256822094,0.0027740030339994536,0.86722571628232
31,0.5340749540987147,0.39254516153050684,0.5835066986008404
32,0.48628183695545285,0.07417455301987462,0.6032157331738756
33,0.5856229275225012,0.6555176025608039,0.41081200246911603
34,0.5173676501360117,0.22707482595379444,0.5362632113945599
35,0.4795849093201435,0.02522481235979768,0.5006711409395973
36,0.5326941721426263,0.3831388821217355,0.5724162269739888
37,0.5029495524816925,0.12961296542117928,0.5717345377722736
38,0.5330961621388529,0.3412128220275717,0.5606407393719934
39,0.4419124218051832,0.007605893381007303,0.5878048780487805
40,0.28783469150174623,3.1942935185494386e-06,0.0
41,0.5324647356519866,0.33640158644044954,0.46180210341749756
42,0.5959267293323692,0.7182965335068513,0.4102774155397851
43,0.5380848748639826,0.3820763494915027,0.44657817874368283
44,0.5972222222222222,0.7360747364979816,0.41788772471891567
45,0.5309211939016534,0.33598106642683057,0.44730553646526233
46,0.6117021276595744,0.8054700148521575,0.39865790261163
47,0.48480392156862745,0.06280815080152137,0.7335976738038594
48,0.473115193264447,0.04588392119771443,0.5804274465691789
49,0.5301243567753001,0.28631726768673404,0.3714642576053109
50,0.4960377169224596,0.10511906625193525,0.660762679055362
51,0.4816402064868024,0.058957990245031566,0.6042854050934275
52,0.548651947187396,0.4862695880282918,0.5277084042339678
53,0.50531371346822,0.17362318632402485,0.5023417636825906
54,0.5476190476190477,0.39738569702451626,0.45298214759292604
55,0.462322363500374,0.01846231869686131,0.6343537414965986
56,0.5230590226359213,0.27507368594528037,0.605795458399345
57,0.5527610105074894,0.5237685300642823,0.5309189693404139
58,0.412771285475793,0.002505435481961113,0.6888888888888889
59,0.3745077249318388,0.0009688898610038111,0.9666666666666667
60,0.5787687265917603,0.6046105522572364,0.40189366227458195
61,0.6067484662576688,0.6872444102875603,0.3336174505257063
62,0.5637254901960784,0.5694495274902287,0.4721717365266432
63,0.5073876462138314,0.17240181315266562,0.4774016661394074
64,0.5859004739336493,0.6849135337863448,0.4446959814787324
65,0.5431678383128296,0.44665462141897855,0.5548787573005535
66,0.48033025740650803,0.05198401795760625,0.5291954022988505
67,0.5266801576312706,0.27070976777332084,0.4828552988041257
68,0.5465900298441473,0.3741080246733141,0.46902224762932465
69,0.5402600240358353,0.3910886370567765,0.4223575713468101
70,0.4993436332424518,0.09034722379838114,0.4082913421896473
71,0.5345368068316939,0.3204084313208082,0.48054307116104866
72,0.5375584302641592,0.3018647531235084,0.4654297972109381
73,0.5030007120333638,0.14694122071076338,0.5330070921985816
74,0.5701602674968292,0.606179775795477,0.45510882183614687
75,0.523502011433411,0.2664683986942463,0.5352149182806538
76,0.5330961621388529,0.3303564909935845,0.4646856527432719
77,0.5009116693679092,0.1496177913621821,0.5667405173993436
78,0.5252257036643654,0.2704897905625959,0.5008825156944683
79,0.588970938542163,0.6855943078713042,0.42829067378114477
80,0.4818279255578291,0.04822663628510218,0.6194638694638694
81,0.5073355904380835,0.19259628092714146,0.5200136226732368
82,0.5724704792776105,0.6180024937262899,0.4705374290086371
83,0.4574468085106383,0.008752478775320455,0.36469221835075494
84,0.43706911790701786,0.005178037192336703,0.6483516483516484
85,0.5663078332569857,0.49544730813362636,0.400912469258594
86,0.5133928571428571,0.2466958928012109,0.5769233720885615
87,0.5453242170269078,0.4339884823277592,0.4712309388587239
88,0.5444835939220436,0.3831234643399933,0.4131963460316765
89,0.44112399643175737,0.008938323664001283,0.4959677419354839
90,0.48413941648717446,0.04401983308278286,0.4699862401100791
91,0.5428100987925357,0.35480664180039456,0.43140591204037493
92,0.593423736949478,0.6945477809395266,0.4126129702115148
93,0.5403190559440559,0.4551701645762224,0.58119007439551
94,0.3654300916346438,0.00068764242588586,0.4722222222222222
95,0.489749430523918,0.12080873128428235,0.5973606309176779
96,0.5485302273987798,0.4013969041674614,0.46554503822834137
97,,1.9868671555214344e-21,0.0
98,0.5248354914030992,0.23822203207172907,0.45155879355183715
99,0.3555251995111079,0.0003559442456952044,0.3
100,0.5061930596785751,0.11549802490136606,0.4274774375656621
101,0.5218997361477573,0.33807597112678067,0.6730584784021642
102,0.47589259936483497,0.02620456449736385,0.4433284337742936
103,0.538143432364784,0.3663865856221018,0.505370649277569
104,0.5182894874751074,0.2528568991961003,0.5109656804006514
105,0.4600855973204317,0.016269424529249083,0.5885521885521885
106,0.5403781007540159,0.3895614371061223,0.4903830841369548
107,0.5965018094089264,0.7525642346631644,0.4329292783240152
108,0.5255047821466525,0.3458497317032295,0.5883179498236132
109,0.5569948186528497,0.4754410766198992,0.45129501669219474
110,0.38596628161098967,0.0014198747121361248,0.8
111,0.4750240153698367,0.029890109055638492,0.4534829359513791
112,0.510741582317703,0.21226418649806814,0.6496477836862037
113,0.4542531692081573,0.010953686798830445,0.7243107769423559
114,0.5731339823829392,0.6376246098959277,0.475025300528233
115,0.5572458868604914,0.43011543645174916,0.38491886514117124
116,0.5401419989077008,0.3539807536864549,0.42451731212938815
117,0.5041802610114192,0.17628445128180886,0.6070755272770119
118,0.5565559932470456,0.4983442687798507,0.47166601468327257
119,0.5150505155712947,0.2122461886691462,0.5960850743459439
120,0.610569206074824,0.6955305912550442,0.35274496743258976
121,0.5313205114429999,0.2842116745061595,0.4560045922513214
122,0.5043859649122807,0.14861364816024258,0.6395320497197172
123,0.5310352233676976,0.31288903962905074,0.4980101014486461
124,0.4597433990330978,0.010792456752194899,0.4230769230769231
125,0.48911968348170126,0.10382276407300262,0.7163084914750114
126,0.5313776058456909,0.3552102581966201,0.5780704419032313
127,0.5659189745937285,0.5477157341228249,0.4482777908154518
128,0.5418584264738111,0.4648182002335645,0.5690395255936282
129,0.5286508445584777,0.38128574351645406,0.6426471219116195
130,0.5485910805413801,0.4274531496018619,0.4336880140731232
131,0.5458659896235788,0.42870522135810646,0.45433428403743786
132,0.49445055494450557,0.0741178255307183,0.5426356589147286
133,0.47479596735477675,0.030713499074962708,0.5728092783505154
134,0.4177578778406691,0.004076827715156374,0.7581699346405228
135,0.4171939593351894,0.0034679306623033035,0.8611111111111112
136,0.548651947187396,0.4854418659570876,0.5316525548909984
137,0.5129668049792531,0.23554664201359188,0.5774795670421913
138,0.5043345232024478,0.13476450557005318,0.5747621445419129
139,0.4821097786877255,0.04770096281671419,0.4746555118110236
140,0.5239457512184785,0.35308039297672644,0.7026558491089383
141,0.5563055461806727,0.5140297903954333,0.4729433337847578
142,0.4947968781268761,0.11711019825515492,0.5833685336937849
143,0.5391996510740378,0.43081270335954963,0.5328706982013879
144,0.5625071095438516,0.5388210841252986,0.46912075555408234
145,0.529046752968867,0.3397728412800011,0.5632237253546625
146,0.570620816985922,0.560815994031822,0.4261558518402923
147,0.44477423997121784,0.005932361773806436,0.41935483870967744
148,0.49484639247473233,0.11146016765886682,0.5642193132232973
149,0.5293299079426247,0.28888864529110836,0.46324240456087173
150,0.5186156266386995,0.21438100014642433,0.44392883539225003
151,0.5507294798975387,0.48847595061684046,0.543524160658189
152,0.5733333333333334,0.5306013654360854,0.3814049890333616
153,0.5316632620148372,0.3296889327028849,0.563425997030666
154,0.5915071770334929,0.6926468743026619,0.40877651807767945
155,0.5477403633141338,0.4051944125098761,0.4681777102169384
156,0.5107943394277451,0.21242891975569697,0.5386022823729133
157,0.44958632602963905,0.009347370842201622,0.5687103594080338
158,0.5789042378833996,0.6446287408206148,0.4387201190861099
159,0.5252814956447843,0.34065098793639104,0.6076322533224736
160,0.2923613574553624,2.070972596734414e-06,0.3333333333333333
161,0.4820627802690583,0.07819495455758962,0.8762364849321371
162,0.3863583092429096,0.0018934548584690445,0.893483709273183
163,0.4984376574942042,0.112430673851803,0.49597236491416147
164,0.5754014428671166,0.6454217627728102,0.4819820365136495
165,0.502745018300122,0.19890544028253035,0.5645243605720729
166,0.5062448812448812,0.12021793944719236,0.47281205064846227
167,0.5390820887386897,0.45025027480086116,0.5510547876185679
168,0.5369163952225842,0.30182742354748304,0.45860554129876907
169,0.5102146099876187,0.15859113742346947,0.35385304659498207
170,0.5477403633141338,0.47444482101823915,0.5079999562545113
171,0.45151570489408327,0.00782096299391098,0.7785372522214627
172,0.5702260147601476,0.6139379196529585,0.4958287878836068
173,0.4983874218907478,0.21694252104494116,0.8037663779702421
174,0.5678034217476174,0.5127327057069132,0.40210163398850285
175,0.478378639837477,0.02930801792186732,0.5881001021450459
176,0.5045403530252015,0.1162728142280234,0.5310540129852189
177,0.6083159060155,0.8130076017892368,0.4133191036427253
178,0.5379092787990862,0.4173738324783271,0.5965789112847937
179,0.46734713165107267,0.020092156091837093,0.5557616986188415
180,0.5063485562154413,0.19445946032664543,0.5922639663115303
181,0.435260980547487,0.005126325508936387,0.45652173913043476
182,0.5503617139677239,0.44145966640469975,0.43440471528895164
183,0.5136061487328625,0.24450599842402485,0.4552695047394694
184,0.5265119250425895,0.3084925611525734,0.5427813820560433
185,0.5499332740213523,0.45195124782892754,0.4413831013128651
186,0.5210748155953635,0.33524407488943736,0.7087105658074836
187,0.5347102076124568,0.37136505976072026,0.5083000276134696
188,0.42985048678720444,0.004462063071883601,0.6693803708729082
189,0.48719211822660097,0.11369436424558306,0.8496957078795644
190,0.5206907444456144,0.30837209782828007,0.5818562937805137
191,0.5435260496812486,0.4183484578542746,0.4576776774215558
192,0.43714639321074966,0.007655793712544555,0.5098522167487685
193,,1.9868671555214344e-21,0.0
194,0.37007932944170036,0.0008502413938864458,0.5128205128205129
195,0.46314507820548845,0.015138448503258874,0.38120567375886527
196,0.5611029161466016,0.47801823208532285,0.41264525993883794
197,0.48762449462577656,0.0771782895822947,0.6108862117738868
198,0.4883468299427217,0.08008509868454582,0.616002909619931
199,0.3898305084745763,0.0014938259824050233,0.5454545454545454
200,0.5073355904380835,0.2347694140237947,0.7051668528785547
201,0.5699631166436145,0.5800875471631775,0.42798946716232966
202,0.4523003750114333,0.020579884790626276,0.6171337916446326
203,0.5403781007540159,0.4114769898470067,0.5129529456597026
