playlist_id,name,followers,num_tracks,unique_artists,unique_albums,avg_track_duration_ms,avg_track_degree,avg_track_idf,collaborative,pagerank,clustering_coefficient,betweenness_centrality,closeness_centrality,track_diversity_hhi,track_diversity_entropy,track_playlist_freq_mean,track_playlist_freq_std,track_playlist_freq_range,rare_tracks_count,rare_tracks_ratio,common_tracks_count,common_tracks_ratio
pl_516,smooth jams,13,187,0,0,258798.28877005348,4.310160427807487,5.901428786834444,0,0.0015188900096516247,0.014838731859713253,0.008919741384671245,2.4616106663843564,0.011908207057490648,4.77504266882059,4.310160427807487,4.774044516317547,26,142,0.7593582887700535,0,0.0
pl_765,Tangled,1038,80,0,0,185580.925,2.375,6.247349076610531,0,0.0006833634236380411,0.014399741166864315,0.004046732102844328,1.8550361097512167,0.018116343490304714,4.18057712105884,2.375,1.5919720474932968,6,76,0.95,0,0.0
pl_1899,Classics,1,32,0,0,188506.40625,3.9375,6.067011423651835,0,0.0003620476726357801,0.014568039484574998,0.0,1.6301614797145505,0.08163265306122447,2.900065774165122,3.9375,4.999609359740019,17,27,0.84375,0,0.0
pl_10241,CAR,1,89,0,0,238485.8202247191,8.49438202247191,5.211314943562492,0,0.001443030988160906,0.015888838558416378,0.0019398155670700761,2.3940797726983205,0.021629433666470695,4.099081023038866,8.49438202247191,8.169721565683888,39,46,0.5168539325842697,0,0.0
pl_100628,the hills,1,5,0,0,268471.8,1.6,6.549403385136526,0,0.000161170789030527,0.01915729381801549,0.0,0.7130780587588291,0.25,1.4941751382893085,1.6,0.8,2,5,1.0,0,0.0
pl_100860,🔥🔥,2,11,0,0,202057.27272727274,21.181818181818183,3.978288042193517,0,0.0005462032303119016,0.029151869321646415,0.0,2.1486282009115185,0.11908489749304649,2.267171243917227,21.181818181818183,11.792279306379637,46,0,0.0,1,0.09090909090909091
pl_103468,First Playlist,1,9,0,0,211390.77777777778,14.88888888888889,4.283707233902387,0,0.000410986783107388,0.014213850509189703,0.0,2.138705184068757,0.1269770550233905,2.1249060765421426,14.88888888888889,5.62621728940985,17,0,0.0,0,0.0
pl_103675,chill,1439,17,0,0,225719.0588235294,3.6470588235294117,5.802267512676874,0,0.0002588838731641515,0.013816910115969704,0.0,1.7490309359416023,0.08220603537981268,2.6529167204385016,3.6470588235294117,2.299390621846125,9,14,0.8235294117647058,0,0.0
pl_104593,beach ,1,121,0,0,227948.6611570248,13.84297520661157,4.508773494080375,0,0.003350680616466213,0.014841285570393563,0.007251138914465568,2.928918759638041,0.012086789930942293,4.5895775465067326,13.84297520661157,9.414257048553795,58,19,0.15702479338842976,1,0.008264462809917356
pl_105485,REGUE,2,16,0,0,218639.75,4.5625,5.65855437300327,0,0.00032047737693858126,0.03234323056090038,0.0,1.732002725376248,0.08838431225370613,2.55784417294578,4.5625,2.9361699116365862,10,11,0.6875,0,0.0
pl_105987,The Secret Life Of Walter Mitty,1,12,0,0,250192.0,2.5833333333333335,6.399022509614221,0,0.00020811574706662035,0.013278619588292562,0.0,1.0565122999364922,0.2403746097814775,1.929120651502796,2.5833333333333335,3.546320471825536,13,11,0.9166666666666666,0,0.0
pl_107482,christmas & chill,2,55,0,0,187401.85454545455,2.5090909090909093,6.193085244327038,0,0.0010431978926844364,0.02309512313943931,0.005876952436738671,1.1835690339412703,0.027410207939508515,3.7991499117753,2.5090909090909093,1.7875603208917024,10,52,0.9454545454545454,0,0.0
pl_107851,fall.,10,30,0,0,230569.23333333334,1.6333333333333333,6.672780117606942,0,0.0002102057994871505,0.009533933040731789,0.0,0.7423813947899005,0.085381091211995,3.0179677023698206,1.6333333333333333,2.040969268645551,11,29,0.9666666666666667,0,0.0
pl_11001,Crowd Pleasers,1,59,0,0,235267.38983050847,9.457627118644067,5.015972970067959,0,0.0011392734823313193,0.017740524679972152,0.0,2.456402486332694,0.028063616860009504,3.7761833443807813,9.457627118644067,7.658654202922504,31,25,0.423728813559322,0,0.0
pl_110293,Bass boosted,11,67,0,0,241959.97014925373,15.0,4.678007798632655,0,0.0019104949920620482,0.018799092624635166,0.0,2.6672749695422415,0.02599638622806366,3.8528681607983906,15.0,12.918804990712559,58,17,0.2537313432835821,2,0.029850746268656716
pl_112095,Matt's Playlist,1,66,0,0,229358.42424242425,11.166666666666666,4.890520319226377,0,0.0015138590418214007,0.01262745725352397,0.0,2.616522511895257,0.025154233765181735,3.880761863102908,11.166666666666666,9.073075943179749,39,20,0.30303030303030304,0,0.0
pl_117513,Jan,13,173,0,0,243797.6994219653,2.2427745664739884,6.515202730110341,0,0.0007269417279001083,0.007327430861421675,0.00014944804523962842,1.6369442223201636,0.020286427888192213,4.572716049248241,2.2427745664739884,3.552906054869571,31,159,0.9190751445086706,0,0.0
pl_117703,getting ready ,86,214,0,0,211328.95327102803,4.836448598130841,5.649216729515443,0,0.0018479368904350377,0.030562608793014815,0.00047943735318484816,2.5836424865760907,0.007497024434642576,5.090829367677761,4.836448598130841,3.7598939268037594,21,138,0.6448598130841121,0,0.0
pl_117710,The Mix,38,33,0,0,200107.36363636365,1.9696969696969697,6.515774707081954,0,0.00024859267018896255,0.007351177210166645,0.0,1.1414066099489333,0.05940828402366863,3.1572302741142693,1.9696969696969697,1.930376764682786,7,30,0.9090909090909091,0,0.0
pl_118510,good vibes,3,243,0,0,222646.10699588477,4.037037037037037,6.127971135940491,0,0.0018215964394458627,0.011820510820535717,0.00044115591877782925,2.643804169590849,0.012366461234401669,4.843872206456923,4.037037037037037,5.716436005376648,33,188,0.7736625514403292,0,0.0
pl_119462,Hyped,1,60,0,0,246526.13333333333,5.083333333333333,5.691207094385215,0,0.0006387895769407799,0.016963790689483057,0.0,2.143756911287742,0.029508196721311487,3.740374059302365,5.083333333333333,4.462031176742519,18,38,0.6333333333333333,0,0.0
pl_121616,Espanol,20,134,0,0,232602.55223880598,3.6865671641791047,5.952424054975764,0,0.0012550350526060417,0.021166823523143623,0.0011002986954890763,2.1673755820459446,0.01632546017800652,4.5271765055987405,3.6865671641791047,4.017532305729293,36,112,0.835820895522388,0,0.0
