playlist_id,name,followers,num_tracks,unique_artists,unique_albums,avg_track_duration_ms,avg_track_degree,avg_track_idf,collaborative,pagerank,clustering_coefficient,betweenness_centrality,closeness_centrality,track_diversity_hhi,track_diversity_entropy,track_playlist_freq_mean,track_playlist_freq_std,track_playlist_freq_range,rare_tracks_count,rare_tracks_ratio,common_tracks_count,common_tracks_ratio
pl_425,Phone,1,10,0,0,233957.9,1.2,8.37856375530425,0,3.2159511180089314e-05,0.0,0.0,0.0,0.11111111111111113,2.253857589601352,1.2,0.4,1,10,1.0,0,0.0
pl_599,Sunny Days,1,15,0,0,241981.46666666667,8.466666666666667,7.10531884352154,0,3.47454433541014e-05,0.0253812751530559,0.0,1.5087753312224421,0.1535743071486143,2.126505928362097,8.466666666666667,9.66689654899073,31,9,0.6,0,0.0
pl_708,pop,3,43,0,0,218492.27906976745,47.372093023255815,5.142122849036358,0,0.00021484679692255796,0.033273998534595346,0.0,3.3332148383379714,0.03777273122732636,3.440938911218644,47.372093023255815,37.427774325600645,135,4,0.09302325581395349,18,0.4186046511627907
pl_1139,Christmas ,1,12,0,0,161136.25,8.75,7.595621676831002,0,4.1534446330247635e-05,0.04439186051000833,0.0,1.2729596993116827,0.3425850340136054,1.4043699689901203,8.75,15.433324334050653,48,8,0.6666666666666666,0,0.0
pl_1206,wes,1,86,0,0,218300.7093023256,11.476744186046512,6.993480981996073,0,0.000107788287215763,0.03869984648733173,0.0,2.724109241223926,0.05009500404960536,3.5589658925302414,11.476744186046512,20.874334271064562,121,53,0.6162790697674418,5,0.05813953488372093
pl_1640,Soul/Blues,1,31,0,0,231081.7741935484,1.935483870967742,8.044607472035654,0,3.2159511180089314e-05,0.0,0.0,0.0,0.04722222222222222,3.2355502649667924,1.935483870967742,1.3182462414001646,4,31,1.0,0,0.0
pl_1773,Chill,2,129,0,0,252177.12403100776,17.790697674418606,6.632077832423279,0,0.00020586156436517672,0.015308446205158376,2.961776829155347e-06,2.839985279337837,0.02435473535819558,4.084692479713264,17.790697674418606,26.036252132260618,135,59,0.4573643410852713,14,0.10852713178294573
pl_10260,Party,1,152,0,0,224296.95394736843,37.26973684210526,5.685195829077922,0,0.000693685645773449,0.03195888947211939,0.000552257977272392,3.7700594828955425,0.01440663587520028,4.4896882954971336,37.26973684210526,40.6532141531685,183,34,0.2236842105263158,47,0.3092105263157895
pl_10593,Blessings,1,44,0,0,218243.04545454544,14.204545454545455,6.464881260123079,0,6.313500918287576e-05,0.04840440220909234,0.0,2.7859627655221013,0.04534528000000001,3.331143285145023,14.204545454545455,14.170358860943992,62,17,0.38636363636363635,1,0.022727272727272728
pl_10689,2014,2,226,0,0,243284.94690265486,16.13274336283186,6.676478129491646,0,0.00044828800821791254,0.016207214722983556,0.0006615635518727063,3.3012066640776667,0.013146005105122033,4.681323964960291,16.13274336283186,22.649114313800972,151,113,0.5,23,0.10176991150442478
pl_10805,Old,1,122,0,0,272505.7704918033,33.74590163934426,5.470210532649847,0,0.0007878487558060346,0.028602900955968614,0.001478473632568317,3.504705827345806,0.014966115307484398,4.42522107692781,33.74590163934426,30.66732160380135,139,17,0.13934426229508196,27,0.22131147540983606
pl_10973,dance music,1,66,0,0,238494.45454545456,30.560606060606062,5.5774249225393175,0,0.00020322653680906083,0.022972883844634924,0.0,3.1584486863029215,0.02740881977656947,3.827757086417891,30.560606060606062,27.48725808822059,139,12,0.18181818181818182,15,0.22727272727272727
pl_100161,feeling good,1,27,0,0,233201.37037037036,41.96296296296296,5.497727077057615,0,7.869596219770731e-05,0.03787578704320367,0.0,2.802215567807608,0.06940388209293684,2.8529911537673147,41.96296296296296,39.22818476694709,137,6,0.2222222222222222,9,0.3333333333333333
pl_100402,Calming,1,41,0,0,239733.75609756098,31.4390243902439,5.669304064605776,0,9.579499713118517e-05,0.015274061849071615,0.0,2.3674569837862554,0.04570210066559495,3.2889084611588424,31.4390243902439,29.388108413461328,111,8,0.1951219512195122,10,0.24390243902439024
pl_100642,Mondays,1,29,0,0,251627.41379310345,25.24137931034483,5.584120664171628,0,9.73003866702678e-05,0.043790596771404705,0.0,2.869545270078884,0.050012690734270955,3.1515471265963435,25.24137931034483,16.93935465206799,83,3,0.10344827586206896,2,0.06896551724137931
pl_100717,rainy day,1,7,0,0,236434.0,5.714285714285714,7.225523904852517,0,3.2159511180089314e-05,0.0,0.0,0.0,0.26625000000000004,1.5476867677302717,5.714285714285714,5.310751512983173,15,4,0.5714285714285714,0,0.0
pl_101666,Jesus Music,1,58,0,0,337913.6551724138,5.4655172413793105,7.023957941837208,0,0.0002510111125158197,0.04850543282332384,3.842305075660991e-06,1.7983333396536074,0.02512712834240564,3.85961943396526,5.4655172413793105,3.6962959896098937,18,36,0.6206896551724138,0,0.0
pl_102433,feels,1,30,0,0,217430.36666666667,48.63333333333333,5.152236641427349,0,0.00011472974115659723,0.0241840580778603,0.0,2.5526304256562184,0.06693205792695099,2.985662148185929,48.63333333333333,48.82655243023229,216,4,0.13333333333333333,8,0.26666666666666666
pl_102447,ballin,1,77,0,0,233943.1948051948,45.48051948051948,5.29974221141973,0,0.00035594648533756045,0.028939082875660282,0.0,3.291099568808881,0.025416658376823754,3.903794315862027,45.48051948051948,44.49386661062293,171,11,0.14285714285714285,28,0.36363636363636365
pl_102506,Homework playlist,1,39,0,0,221078.5641025641,58.15384615384615,4.7403748150347225,0,0.00024144753992708145,0.03155663284588245,0.0,3.555983762075309,0.035669960714052415,3.463559550118976,58.15384615384615,36.36956917713183,192,2,0.05128205128205128,24,0.6153846153846154
pl_102814,turn up,1,51,0,0,231133.6274509804,46.68627450980392,5.302449421825345,0,0.0002563435711610478,0.040915812995104835,0.0,3.3387081213328127,0.03722296826638015,3.4946252112618397,46.68627450980392,44.25039722700999,194,7,0.13725490196078433,21,0.4117647058823529
pl_103182,MELLOW,1,215,0,0,248505.47441860466,33.0046511627907,5.797446061635551,0,0.0011318553355647123,0.012541640247352333,0.0030867984988220804,4.016308854724652,0.009293348810133602,4.874748131149672,33.0046511627907,32.97278619603559,135,63,0.2930232558139535,66,0.30697674418604654
pl_103402,Main,1,62,0,0,230800.14516129033,23.741935483870968,6.123769527460767,0,0.00015607545709837034,0.018327010166617166,7.070908646181683e-07,2.7389524654781505,0.03747304761342156,3.5607990556836193,23.741935483870968,27.31178139018975,103,20,0.3225806451612903,10,0.16129032258064516
pl_103693,hindi,1,61,0,0,283942.60655737703,1.6065573770491803,8.175224626640574,0,0.00017372928748310128,0.0394705077442407,5.663397585479482e-06,1.2894734997683353,0.02186588921282799,3.967612317320905,1.6065573770491803,0.928222142091283,3,61,1.0,0,0.0
pl_103814,Halloween,1,108,0,0,242135.37962962964,11.24074074074074,6.850100469628081,1,0.00018115293031503626,0.02273264757282872,0.0019896736450131162,2.436956240661308,0.02567248113035998,4.0361102665855215,11.24074074074074,14.965930673793215,80,54,0.5,3,0.027777777777777776
pl_103933,mix,1,141,0,0,232783.63120567377,54.8936170212766,5.119574114476924,0,0.0010097591854273961,0.028029514301759696,9.829897151899368e-05,3.8322648790518885,0.012536539604324009,4.566995386784188,54.8936170212766,48.09545799579165,218,19,0.1347517730496454,66,0.46808510638297873
pl_104096,list,1,74,0,0,226142.72972972973,38.486486486486484,5.506780115698757,0,0.00029358625950054814,0.02639699917564604,0.0,3.617690028365096,0.026593173999495026,3.8695422597138487,38.486486486486484,37.863639851318545,188,15,0.20270270270270271,21,0.28378378378378377
